Snapshot_Date,Week No,Rank,Operator,Alliance,Total_TEU,Total_Ships,Owned_TEU,Owned_Ships,Chartered_TEU,Chartered_Ships,Orderbook_TEU,Orderbook_Ships
2026-04-20,17,67.0,Pasha Hawaii Transport Lines,,12903,6,12903.0,6.0,,,,
2026-04-20,17,68.0,Caribbean Feeder Services,,12812,11,,,12812.0,11.0,,
2026-04-20,17,69.0,Turkon Line,,12559,6,7512.0,4.0,5047.0,2.0,8024.0,2.0
2026-04-20,17,70.0,Independent Container Line,,12398,4,6182.0,2.0,6216.0,2.0,,
2026-04-20,17,71.0,Eimskip,,12244,14,5174.0,7.0,7070.0,7.0,4560.0,2.0
2026-04-20,17,72.0,Samskip,,12171,20,2564.0,5.0,9607.0,15.0,1460.0,2.0
2026-04-20,17,73.0,HR Lines,,11932,8,11932.0,8.0,,,,
2026-04-20,17,74.0,Sea Express Shipping Lines,,11333,8,2668.0,2.0,8665.0,6.0,2206.0,1.0
2026-04-20,17,75.0,Hai An Transport,,11057,8,11057.0,8.0,,,6012.0,2.0
2026-04-20,17,76.0,Qatar Navigation (Milaha),,10939,7,8615.0,5.0,2324.0,2.0,,
2026-04-20,17,77.0,King Ocean,,10826,14,,,10826.0,14.0,,
2026-04-20,17,78.0,Dalian Jifa Bohai Rim Container L.,,9802,14,3140.0,4.0,6662.0,10.0,,
2026-04-20,17,79.0,Neptune Pacific Direct Line,,9783,9,9783.0,9.0,,,,
2026-04-20,17,80.0,Imoto Lines,,9295,31,7423.0,24.0,1872.0,7.0,200.0,1.0
2026-04-20,17,81.0,Pan Continental Shg,,9288,8,8660.0,7.0,628.0,1.0,2200.0,2.0
2026-04-20,17,82.0,Borchard Lines,,9284,10,,,9284.0,10.0,,
2026-04-20,17,83.0,Dalian Trawind Marine Co,,9272,2,9272.0,2.0,,,,
2026-04-20,17,84.0,Philippine Span Asia Carrier Corp.,,9185,15,7968.0,13.0,1217.0,2.0,800.0,2.0
2026-04-20,17,85.0,GS Lines,,9095,9,6718.0,7.0,2377.0,2.0,,
2026-04-20,17,86.0,Transit LLC,,8999,8,6582.0,6.0,2417.0,2.0,,
2026-04-20,17,87.0,Panda Express Line,,8828,6,,,8828.0,6.0,,
2026-04-20,17,88.0,Vistar Shipping LLC,,8611,5,8611.0,5.0,,,,
2026-04-20,17,89.0,Q Express Line Sdn Bhd,,8458,2,,,8458.0,2.0,,
2026-04-20,17,90.0,Folk Maritime,,8302,6,7567.0,5.0,735.0,1.0,,
2026-04-20,17,91.0,EAS Datong,,8017,6,7415.0,5.0,602.0,1.0,,
2026-04-20,17,92.0,Oceanic Cargo Lines,,7970,17,7970.0,17.0,,,,
2026-04-20,17,93.0,Del Monte Fresh Produce Co,,7826,7,7656.0,6.0,170.0,1.0,,
2026-04-20,17,94.0,Tarros,,7823,6,,,7823.0,6.0,,
2026-04-20,17,95.0,Safetrans Shipping,,7772,3,,,7772.0,3.0,,
2026-04-20,17,96.0,Harbour-Link Group Bhd,,7687,10,7687.0,10.0,,,,
2026-04-20,17,97.0,Kambara Kisen,,7566,7,7566.0,7.0,,,,
2026-04-20,17,98.0,Guangxi Hongxiang Shipping Co,,7249,14,7249.0,14.0,,,,
2026-04-20,17,99.0,Irish Continental Group,,7067,8,4699.0,5.0,2368.0,3.0,,
2026-04-20,17,100.0,Goto Shipping,,6336,6,5153.0,4.0,1183.0,2.0,,
2026-04-20,17,,Others / Outside Top 100,,772241,997,,,,,,
2026-04-27,18,1,Mediterranean Shg Co,,7312005,998,4645950,745,2666055,253,2151832,126
2026-04-27,18,2,Maersk,,4641101,733,2820743,347,1820358,386,1220983,93
2026-04-27,18,3,CMA CGM Group,Ocean Alliance,4276142,724,2713847,364,1562295,360,1800710,152
2026-04-27,18,4,COSCO Group,Ocean Alliance,3594478,554,2162026,208,1432452,346,1400560,112
2026-04-27,18,5,Hapag-Lloyd,,2400946,291,1452408,133,948538,158,491026,59
2026-04-27,18,6,ONE (Ocean Network Express),Premier Alliance,2131240,272,987212,107,1144028,165,562196,48
2026-04-27,18,7,Evergreen Line,Ocean Alliance,1973231,239,1389575,164,583656,75,908528,75
2026-04-27,18,8,HMM Co Ltd,Premier Alliance,1025953,97,842522,73,183431,24,234260,37
2026-04-27,18,9,Yang Ming Marine Transport Corp.,Premier Alliance,738968,97,363756,61,375212,36,205960,16
2026-04-27,18,10,Zim,,698205,115,92934,15,605271,100,189328,24
2026-04-27,18,11,Wan Hai Lines,,591132,120,591132,120,,,440292,45
2026-04-27,18,12,PIL (Pacific Int. Line),,442216,99,309258,80,132958,19,315584,29
2026-04-27,18,13,X-Press Feeders Group,,196559,107,106724,51,89835,56,41916,6
2026-04-27,18,14,SITC,,187472,121,163701,100,23771,21,50640,28
2026-04-27,18,15,UniFeeder,,169583,95,13582,2,156001,93,77911,14
2026-04-27,18,16,KMTC,,155914,65,85455,29,70459,36,64382,15
2026-04-27,18,17,IRISL Group,,143178,30,143178,30,,,,
2026-04-27,18,18,Global Feeder Shipping LLC,,131734,53,62549,26,69185,27,,
2026-04-27,18,19,Sinokor Merchant Marine,,120081,68,117668,66,2413,2,52000,4
2026-04-27,18,20,TS Lines,,106751,40,88921,35,17830,5,98616,16
2026-04-27,18,21,RCL (Regional Container L.),,101908,33,93049,28,8859,5,129780,18
2026-04-27,18,22,Emirates Shipping Line,,98114,22,,,98114,22,42510,3
2026-04-27,18,23,Ningbo Ocean Shg Co,,94051,91,60676,48,33375,43,45942,13
2026-04-27,18,24,Tangshan Port Hede Shipping,,90262,58,1874,3,88388,55,,
2026-04-27,18,25,Grimaldi (Napoli),,78732,51,78732,51,,,,
2026-04-27,18,26,Interasia Lines,,77985,27,57461,21,20524,6,69692,13
2026-04-27,18,27,Antong Holdings (QASC),,73446,72,54876,38,18570,34,,
2026-04-27,18,28,Sinotrans,,71142,44,30796,19,40346,25,12000,4
2026-04-27,18,29,SM Line Corp.,,69951,15,64188,13,5763,2,,
2026-04-27,18,30,Matson,,69227,28,40355,19,28872,9,10860,3
2026-04-27,18,31,Shanghai Jin Jiang Shipping,,65339,55,32449,27,32890,28,16728,12
2026-04-27,18,32,Swire Shipping,,59365,30,48898,24,10467,6,,
2026-04-27,18,33,China United Lines (CULines),,56879,25,15407,9,41472,16,5866,2
2026-04-27,18,34,Zhonggu Logistics Corp.,,51605,60,15715,11,35890,49,67800,18
2026-04-27,18,35,Arkas Line / EMES,,51069,32,48961,30,2108,2,44892,12
2026-04-27,18,36,Akkon Lines,,50515,34,1776,2,48739,32,,
2026-04-27,18,37,Seaboard Marine,,46131,22,34347,14,11784,8,6082,3
2026-04-27,18,38,Samudera,,45853,33,16140,16,29713,17,,
2026-04-27,18,39,FESCO,,43798,32,31692,22,12106,10,,
2026-04-27,18,40,Tailwind Shipping Lines,,42578,11,5527,1,37051,10,42000,5
2026-04-27,18,41,Meratus,,41602,62,41602,62,,,8290,12
2026-04-27,18,42,Namsung Shipping,,39786,30,37339,27,2447,3,12460,4
2026-04-27,18,43,Tanto Intim Line,,37766,56,37766,56,,,,
2026-04-27,18,44,Salam Pacific Indonesia Lines,,31010,44,31010,44,,,,
2026-04-27,18,45,Sea Lead Shipping,,30100,11,7157,3,22943,8,14330,2
2026-04-27,18,46,Great White Fleet,,27334,13,14740,6,12594,7,,
2026-04-27,18,47,Linea Messina,,25848,10,22358,5,3490,5,,
2026-04-27,18,48,Sea Legend Shipping,,25189,11,4890,1,20299,10,,
2026-04-27,18,49,Hainan Yangpu Newnew Shipping,,21914,8,18250,6,3664,2,9620,2
2026-04-27,18,50,Dole Ocean Liner,,21150,16,20610,14,540,2,,
2026-04-27,18,51,Chun Kyung (CK Line),,20007,18,13236,9,6771,9,2200,2
2026-04-27,18,52,Kawa Shipping,,19757,11,,,19757,11,14400,3
2026-04-27,18,53,Asean Seas Line,,18728,13,3562,2,15166,11,,
2026-04-27,18,54,Crowley Liner Services,,18470,15,10120,8,8350,7,,
2026-04-27,18,55,Tropical Shg / TOTE Maritime,,17851,24,16352,21,1499,3,,
2026-04-27,18,56,Temas Line,,17253,34,17253,34,,,3920,8
2026-04-27,18,57,MTT Shipping,,16440,17,13078,14,3362,3,5732,4
2026-04-27,18,58,Peel Ports (BG Freight),,16192,16,,,16192,16,,
2026-04-27,18,59,Bengal Tiger Line,,15938,9,,,15938,9,,
2026-04-27,18,60,Taicang Container Lines,,15861,13,4369,4,11492,9,12024,4
2026-04-27,18,61,Transworld Group Singapore,,14922,12,14922,12,,,,
2026-04-27,18,62,OVP Shipping,,14309,10,,,14309,10,8792,2
2026-04-27,18,63,Cool Carriers,,14217,40,4022,13,10195,27,,
2026-04-27,18,64,Pan Ocean (Container),,13683,11,10995,8,2688,3,,
2026-04-27,18,65,Boluda Lines,,13593,17,8290,11,5303,6,,
2026-04-27,18,66,Shipping Corp. of India,,13434,2,4400,1,9034,1,,
2026-04-27,18,67,Pasha Hawaii Transport Lines,,12903,6,12903,6,,,,
2026-04-27,18,68,Caribbean Feeder Services,,12812,11,,,12812,11,,
2026-04-27,18,69,Turkon Line,,12559,6,7512,4,5047,2,8024,2
2026-04-27,18,70,Independent Container Line,,12398,4,6182,2,6216,2,,
2026-04-27,18,71,Eimskip,,12244,14,5174,7,7070,7,4560,2
2026-04-27,18,72,Samskip,,12171,20,2564,5,9607,15,1460,2
2026-04-27,18,73,HR Lines,,11932,8,11932,8,,,,
2026-04-27,18,74,Sea Express Shipping Lines,,11333,8,2668,2,8665,6,2206,1
2026-04-27,18,75,Hai An Transport,,11057,8,11057,8,,,6012,2
2026-04-27,18,76,King Ocean,,11031,15,,,11031,15,,
2026-04-27,18,77,Qatar Navigation (Milaha),,10939,7,8615,5,2324,2,,
2026-04-27,18,78,Dalian Jifa Bohai Rim Container L.,,9802,14,3140,4,6662,10,,
2026-04-27,18,79,Neptune Pacific Direct Line,,9783,9,9783,9,,,,
2026-04-27,18,80,Imoto Lines,,9295,31,7423,24,1872,7,200,1
2026-04-27,18,81,Pan Continental Shg,,9288,8,8660,7,628,1,2200,2
2026-04-27,18,82,Borchard Lines,,9284,10,,,9284,10,,
2026-04-27,18,83,Dalian Trawind Marine Co,,9272,2,9272,2,,,,
2026-04-27,18,84,Philippine Span Asia Carrier Corp.,,9185,15,7968,13,1217,2,800,2
2026-04-27,18,85,GS Lines,,9095,9,6718,7,2377,2,,
2026-04-27,18,86,Transit LLC,,8999,8,6582,6,2417,2,,
2026-04-27,18,87,Panda Express Line,,8828,6,,,8828,6,,
2026-04-27,18,88,Vistar Shipping LLC,,8611,5,8611,5,,,,
2026-04-27,18,89,Q Express Line Sdn Bhd,,8458,2,,,8458,2,,
2026-04-27,18,90,Folk Maritime,,8302,6,7567,5,735,1,,
2026-04-27,18,91,EAS Datong,,8017,6,7415,5,602,1,,
2026-04-27,18,92,Oceanic Cargo Lines,,7970,17,7970,17,,,,
2026-04-27,18,93,Del Monte Fresh Produce Co,,7826,7,7656,6,170,1,,
2026-04-27,18,94,Tarros,,7823,6,,,7823,6,,
2026-04-27,18,95,Safetrans Shipping,,7772,3,,,7772,3,,
2026-04-27,18,96,Harbour-Link Group Bhd,,7687,10,7687,10,,,,
2026-04-27,18,97,Kambara Kisen,,7566,7,7566,7,,,,
2026-04-27,18,98,Guangxi Hongxiang Shipping Co,,7249,14,7249,14,,,,
2026-04-27,18,99,Irish Continental Group,,7067,8,4699,5,2368,3,,
2026-04-27,18,100,Goto Shipping,,6336,6,5153,4,1183,2,,
2026-04-27,18,,Others / Outside Top 100,,789623,1002,,,,,,
